weight_index,weight_value
726,-5.872475e-05
727,0.00037966392
728,-0.00047471255
729,-0.0001953915
730,-5.9174647e-05
731,0.00022344434
732,-0.0006315281
733,-0.0006734258
734,0.00023899006
735,-0.00043338918
736,5.576949e-05
737,-0.00026926695
738,6.0970924e-05
739,0.00028635637
740,0.00048039888
741,6.731182e-05
742,-0.00018469577
743,-0.00014518315
744,7.3024705e-05
745,0.000111600646
746,0.00020170178
747,0.000246282
748,-0.0005983114
749,0.00082938955
750,-5.933937e-05
751,0.00045087206
752,0.00018444052
753,0.00042859756
754,0.00047934338
755,-0.00054489006
756,0.0003387242
757,-8.594812e-05
758,0.00020631541
759,-0.00026209885
760,-5.913564e-05
761,0.00038124243
762,-0.00012396235
763,-0.00019672971
764,5.4909488e-05
765,0.00027185504
766,1.2982116e-06
767,-7.760033e-05
768,0.00014113398
769,0.00011317316
770,5.3275007e-06
771,4.710629e-06
772,-0.00058189017
773,-0.0006193567
774,5.4889195e-05
775,0.0003069722
776,-0.00018957163
777,-1.4629658e-05
778,0.00048137872
779,-5.866069e-05
780,0.0004959715
781,0.00016454048
782,-0.0003206393
783,0.00049555214
784,5.0743056e-05
785,0.00025463037
786,-0.0007621032
787,0.00030076466
788,-3.5566818e-06
789,3.3031673e-05
790,-0.0002234469
791,0.00016178623
792,4.8273054e-05
793,0.0002722354
794,0.00017750342
795,0.00016520715
796,-0.000107290376
797,-3.040463e-05
798,3.7464968e-05
799,-0.0003009965
800,0.00017132318
801,0.00011601953
802,9.665291e-05
803,-0.00019972872
804,-0.00032497125
805,0.00011416868
806,6.15857e-05
807,-8.0334685e-05
808,0.0002036583
809,-0.0004151543
810,-0.00016785495
811,0.00030964642
812,-9.898826e-06
813,-0.0012391972
814,0.00029370005
815,-0.0003452839
816,-0.00018573488
817,-0.00035996336
818,-0.0010941984
819,0.00019689511
820,-0.0006942553
821,0.00027612303
822,0.0007835598
823,9.471565e-05
824,-0.00028678685
825,-0.00046259636
826,1.0416527e-05
827,0.0002699114
828,0.00047584999
829,-0.00024862087
830,0.00021852762
831,0.0002992074
832,6.6737186e-05
833,-2.2341559e-05
834,0.00025025854
835,0.0002847628
836,-0.0013609104
837,3.801178e-05
838,0.0002725587
839,0.0003394388
840,-2.895558e-05
841,6.528252e-05
842,0.00036880336
843,0.00011839205
844,0.00025659724
845,0.000292066
846,0.0001976831
847,-2.3044364e-05
848,0.0004219568
849,-1.6891192e-05
850,-0.0007930648
851,0.0001764787
852,-3.0146637e-05
853,0.00039453636
854,-0.0001778817
855,-0.00021404504
856,0.00045253307
857,0.00038529793
858,3.7832022e-05
859,-0.00030009824
860,0.00041314008
861,0.00019898464
862,-0.0001187421
863,-0.00017033191
864,0.00018787655
865,9.869466e-05
866,0.0002345342
867,-0.00025342242
868,-0.0005768337
869,8.0121994e-05
870,2.8567563e-05
871,6.321786e-05
872,-7.039051e-05
873,-0.00061680184
874,-6.929198e-05
875,-6.656285e-05
876,0.00032430116
877,-0.0010218748
878,0.00041193035
879,-0.00029234577
880,-0.00017152005
881,-0.00064954447
882,-0.0005191624
883,0.00042015678
884,-0.00033970625
885,0.00017201155
886,0.0001788431
887,-3.9243227e-05
888,-4.1338993e-05
889,-0.00011347592
890,-0.00022361454
891,0.0001388775
892,-9.8428216e-05
